"Text","Author","Likes"
"Why did it take half the video the finally introduce this video world be sucking off AI?","@joshuamcdonald3649",""
"Ended the video with a ""One World Government""","@gsfcdy",""
"Sounds a bit like one world government propaganda. Just a way for more control especially in conjunction with all the invasive technologies being pushed, encroaching deeper and deeper into your psyche, body and digital as well as physical spaces (social media, phones, chips in your body, robots at home, digital identity verification to be online, AI that knows everything about your life, psyche, beliefs and health, purely digital financial system where everything is trackable etc. etc.). All of these technologies can be used for good and bad but unless as a civilization we become more aware of the games being played with us, putting the right people in power and steering the wheel into a universally beneficial direction is difficult.","@EvilUmagon",""
"Lost me at global governance. Distribution of power is best.","@jasont80",""
"Wow I didn''t know this would become a massive America is the best of the best most best video of the bestest most yes ooh yes USA Yestest! ...","@finnjuniperdenaro",""
"There is no such thing as digital democracy","@NicolaMihaita",""
"Was there really a need for swearing in the video?","@sapien6230",""
"WE MUST SAY HELL NO TO GLOBAL GOVERNANCE. IT WILL LEAD TO MASS OPPRESSION OF THE POPULACE WITH NO VIABLE OPTION TO VOTE IT OUT. FIGHT THIS WITH EVERY PATRIOTIC AMERICAN FIBER OF YOUR BEING UNTIL YOUR LAST DYING BREATH.","@noahosborne9464",""
"Title - most pivotal year 2025.. content- american America american.. what nonsense","@pradeepkumar-dw8qf",""
"You lost me at ""Global Governance"". There are few things imaginable that would be more evil and morally bankrupt than that, and it will not matter in the least who ends up in the Globalist Ruling Class, or what they call themselves. The further the ruling class gets from you, the less it cares about you, and the global level is as far from you as it gets. Since the interests of a person in Nigeria, China, England, and the US would have almost no overlap, it is simply not possible for the Globalist Ruling Class to rule in our interests. They will promise to work in our interests, and some may even try, but it is simply not possible, and so in the end, they will rule entirely in their own interests.","@ClintJohnsonWriter",""
"Global governance is absolutely not happening","@Comirida1",""
"This guy sounds too excited about this horror show he’s pitching. This is one of those bad guys from those 80s and 90s movies… you know the one that sells the destruction of our species with excitement to an ignorant populous. This is absolutely horrifying! Everyone should be very afraid.","@Dontwantyoutoknowok",""
"in our lifetimes","@abillionairehasyourmoney",""
"No! We are not going to be better off! The only part of human society that is going to be better off is the self enriching global power elite.","",""
"Wrap your heads around the concept of FEUDALISM. We are NOT going to develop this new epoch with equity. It will be anything but. This is warfare of classes and the pitchforks carriers are often a historically winning demographic.","@horacio1962",""
"Quiet reality huhh ? The part were the future is only for a few (the elite) and no room for the rest. No matter since the world is soon to burn.","@exeloving",""
"Every 25 yrs murder more and clear minds for new ways...hmmm...25 yr business steamrollers","@raerush6330",""
"and whose it''s support? Europe blood.","@RobuDobu-d2q",""
"Heading to Distopian societies in a Technocratic system   Technocracy","@isobelferreira",""
"Old men always talking about the obvious liek they are revealing mind-blowing information to you.   WE ALL KNOW we''re at the interaction of several key tipping points.  This guy is wearing his narcissism on his shirt.  I worked for WIRED, too.  They dont give a SHIT about these deep issues.   They care about culture.  Just another bullshitter with a plastic crystal ball.  Oh boy!  Technology is on the rise.   These same guys were poppooing the web in 1999 and 2001.  Just listen to Peter Zehan from Stratfor.    Lets not forget that most o f this is planned.  WWII / Pearl habror?  Planned.  We knew they were coming — we wanted in on the war. Carrier was NOT THERE.  Biggest mass-retirmenet in Q4 of 2019?  No more high-skils workers?  Letts pump the brakes witha Plandemic. Mass-resingation in the midsty of lock-down. Perfect:  lets bring Ai to market.  I mean come one dude.  Its not organic.  NOTHING organic happens anymore.","@acceptablelet",""
"game changing tech that wants to destroy massive amounts of jobs so the rich bros get richer. Lets make this point very clear. This is not about creating jobs this is about making themselves richer and richer. These people are pretty much anti human in my mind because if they were not they would actively be trying to create more jobs NOT destroy so many. They say when the world goes through these kinds of changes more jobs and jobs that never existed are created. I believe that those kinds of changes have run the course and now we are at the technology that is an a very great danger to humans as a whole on this planet now.","@MrSmithwayne",""
"Half the video focuses on the wrong aspects of history so in the other half they can make zero conclusions.","@Ur3rdiMcFly",""
"Encyclopedia Galactica","@Southwesterns",""
"We’re in the middle of the end of the human race.","@humanchannel9421",""
"Hey arnolds heads not as wide","@eatingsfun",""
"Nope... ""we''ve never been in this exact place"".. man is giving up his spot at the top of the intelligence food chain...","@trumpublicansneednotapply6503",""
"The USA will prevail once again, and Donald Trump will go down as the fascist imperial regime who tried to kill democracy.","@bakahitsuji742",""
"this guy is talking about Terra Novus, Terra is the new future","@haac503",""
"Global Governance = Tyranny","@RickMcCharles1",""
"Micky Dolenz","@RickAllensSnare",""
"you said nothing about china; its all about america??","@xxx-lh5lu",""
"I love how the shift is entirely American based like the rest of the world hasn''t done anything note-worthy.  Let the yankee-doodle navel gazing begin!   Also on the last bit he''s wrong we''re not moving to a ""Digital Democracy"" what ever tf that is.. we''re moving from representative democracy (good) to a Tech Bros Oligarchy (bad)  I put those words in brackets because there might be some Americans reading this that need it spelt out for them.","@0ctatr0n",""
"there''s always a book to sell...","@satchguitar84",""
"Wide open continent to spread into?....hmmm...","@stephenleslie7824",""
"May 13, 1865 - the american south took a big fat L.","@cameronfateweaver2206",""
"Why the hell is this video so wide? Shutting it off because I can''t stand it.","@danjayh",""
"WTF is a “digital democracy”, rebranding totalitarianism? Control people through tech like China and Europe are already doing?  The sounds like social regression to me, a return to feudal society with lords and ladyies ruling through technological force and everyone else towing the line or getting unalived by the ruling class.","@duanethorup8286",""
"BOLD OF YOU ASSUME THAT WE WILL SURVIVE TILL THAT DAY , DOOM IS APPROACHING ITS NOT AI , ITS NOT NUCLEAR WAR, ITS GLOBALISM ...THE CAUSE WILL BE EFFECTIVENESS OF ANTIBIOTICS ...OUR IMMUNITY WILL FELL BEFORE THE HUMANITY LETS SEE.","@prashantgoswami5852",""
"In your conclusion your argue that the system of sharing resources is not working and instead of changing unworkable system to something else you assume that one capitalism will change another capitalism? That is the greatest example of how people couldn''t even imagine that there are systems better than capitalism. After talking about so inspiring technology this particular assumption is quite stupid","@AlekOsipoff",""
"Global governance are by definition idiotic:  They require omniscience, omnibenevolence, and any mechanisms for self-correction will always be susceptible to partial influence.  Individual countries and their cultures rise and fall and act as examples to others.","@donm1612",""
"3:44 Organized crash.","@shadowbanned4606",""
"Every new Epoch seems to start after a nasty war. So a new epoch is coming. Oh great","@user-vr8zs3ei7n",""
"AI is in taking way more investment on borrowed money than it can generate. AI is a part of the powder keg that is getting ready to blow in the next 6 months causing the greatest economic recession America has ever seen..","@bravo9890",""
"A world DAO?! ;)","@SirSpaceboots",""
"1. AI is big bubble - it will probably bang and it will hurt USA. Maybe will be painless because it''s in hands of big corpos but we will see. 2. Artificial meat production - still there are many things to consider, not everything is known, cows that eat grass are making better butter and their meat is better and the artificial meat could be as bad as some weird vegetables - withous taste and a lot of allergy. 3. Energy - only 20% comes from RES. But demand on energy is increasing drastically! (AI needs a loooooot of power!) Much of this comes from oil. + a lot of solar panels etc. comes from China so you know what it means in our geopolitical circumstances.   A lot of talking but without asking right questions - and you can still call it journalism? ""Freethink"" omg come on!","@owcaandroid",""
"Are we going for a century? Really?","@fonya_thee3026",""
"this video is too wide","@hafbad",""
"Agreed until the last part, NOBODY will ever give up their sovereignty or beliefs for global surveillance. Trash talk","@davidyomi7692",""
"Yeah, they want you to take a mark (or ""prick"" ) that is required for you to buy and sell, then join their army of dead-inside people who will all unfortunately go to Hell because they took the mark. And become an integrated aspect of their AI network for the benefit of the master of it all (the one world leader). No thank you! Choosing God is a much better choice (infinitely so).","@matthewmathis62",""
"Bro casually promoting a one world government. You know what happens after that? The worlds best selling book tells you!","@revilolavinruf",""
"You are way to optimistic, you honestly think you''ll see sustainable capitalism in your lifetime. Or a cooperative world leadership that isn''t just doing it for their own gain. I would bet literally anything against those claims.","@joelkorpela2706",""
"All this video is telling me, is that we are due for a war.","@RoarinShots",""
"Yeah nah, he makes it sound like it''s going to be great, but I don''t trust anyone who owns these AI companies at all to care about the state of the world or the people living in it. They are in it for themselves and nobody else.","@Yinyara",""
"What do you mean “basically” slavery… that’s some really shit rhetoric for a student of history.","@randomstuffiknow","1"
"Pivotal enough that the new generations are labeled as Generation Z and Alpha,  Surely they could have picked any name for the generation of kids born from 1995 until approx 2005  Why is it the last generation and first generation?","@X57-SAVAGE-X57",""
"How will technology change us in the next 25 years?  Hell, I don''t even know if we''ll be around that long with Trump at the wheel.","@newguy6935",""
"We just need to get rid of capitalism really.","@coztfu",""
"Global governance = one world order and slavery","@citizen-99",""
"Yeah, let''s just ignore that all of your historical examples came off of a post-war inertia, the only technology flourishing in this climate is going to be directed into control and confrontation efforts. Let''s also ignore the massive energy data centers require at the cost of our ever-dwindling natural resources. Don''t catch me wrong, ""Green"" technology is great but it''s not sustainable given our current state of affairs.  Nation tensions are escalating, economies are burstin, and in a time that the people suffer under the childish tyrants who line their pockets with blood and death; it is not the ideal environment to foster a budding new superintendence. But yeah, I don''t think there will be a lack of excitement in the future...","@Sad_Discoball",""
"All that is fine...the only difference is that America didn''t have a character like Donald Trump at the helm of its affairs then...","@sutanugupta2836",""
"Sounds like he copied Neil Howe and William Strauss theory of a generational cycle.","@ruffpace",""
"The mass poor will soon interact with the ultra-advanced surveillance and police state.","@Cash4Stk",""
"next turning","@nghose1",""
"Dude ! You are placating the fact that the people who are in control of these 3 factions that you’re talking about are either evil fucks or they’re money and power hungry and in most cases they are both.  The fourth turning shouldn’t be about a conflict of the new vs. the old, it should be about man riding himself of his ego and come to the realization that religion, politics, and science are just tools to manipulate our reality.","@ScottTrujillo-s5z",""
"Digital democracy via ...polymarket","@Mr.NothingBurger",""
"Commenting to make the 6000th comment","@rakavanr6299",""
"no, solar is not the solution lol, we have to build small nuclear instead, and later maby fusion energy","@djfghwetrysdfg",""
"nothing is new under the sun","@icdeceivingdeception600",""
"I hope there will be a war, and humanity will realize that the overproduction of goods and the distribution of wealth on this planet are not compatible with the sustainable development of human civilization — and that something will change in the social structure of life on Earth. Also, I hope that technology will no longer be exploited by marketers and corporations trying to sell everything they can and entertain people in the dumbest, easiest ways possible. Otherwise, the future awaiting us after all these breakthroughs in AI, clean energy, and bioengineering will be a future where we are nothing but slaves.","@testset561",""
"So you drop terms on the table and then run away? What is sustainable capitalism? What is digital democracy? And what was the third thing global governance? Are you just as simply a pointy headed intellectual, or do you have something of substance to say. The devil is in the details my friend. So what the hell are you talking about?","@STRAGGLER36","1"
"AI doesnt work so well, Bioengineering? were still not eating lab grown meat. One world Government? No look at the EU. Its not working. People in Europe are drifting right and want their countries back. They have lost sovereignty and dont like it. A one world Govt would not work.","@archangelsweetie",""
"Digital democracy? Really? More like Digital Feudalism. Here come the digital techlords","@gelopza",""
"global governance? antichrist?","@ray.whitby",""
"Hi Pete. I agree with what you say. But stop talking about America. Human civilization is at a great tipping point. The entire world. Other countries exist. We matter.","@BritishBeachcomber",""
"we are going into the collapse of meaning, morals , and mass dehumanization program  the rich will eat the poor this time","@someone-yw2qw",""
"AI is totally the wrong term for the technology as it''s neither artificial nor intelligent. The right term for it should be quantum automation QA. And ironically enough all of this computation is going to eat through all of the power in our current power grids to the point where if fission powerplants don''t become a thing, power will go from being very cheap to crazy expensive. It will go from fractions of cents to charge a phone to 25 cents every time you want to charge your phone.","@Superbustr",""
"US Economic collapse is the next big thing plus disintegration of the ( United ) States.","@squashum778",""
"This just seems like you picked events to fit your narrative. America will be fine. People will be fine. It''s really not as bad as people think. People need to build homes and not apartments. Make things affordable and stop being greedy! If you remember right, 5 years ago they thought NFTs were gonna be huge and I gurantee you haven''t heard of em in years unless someone was making fun of em... so dont sweat AI. Lifes life. It will carry on!!!","@maxdoubled4800",""
"One world order ?  No thanks","@artworkbyjeff",""
"Watched 7min, to realise dude lives in his own universe where USA is the only place on Earth","@mikecapson1845",""
"Not every country has the same capitalism as USA ffs","@Bozzigmupp",""
"No such thing as a well known clean energy.If you think mining a troubled planet,creating batteries that explode and can''t be put out with dangerous chemical off put to every living thing in miles of it and using all earths water for Ai centers is clean energy your a lier to the people and you know it!","@janelleryan7869",""
"The sentence “we basically had slavery” is wild to me  That’s not a statement that should contain a qualifier. It wasn’t “basically slavery.” It was slavery, full stop.","@KoruDesuKa",""
"NWO is coming Get Ready Folks","@DeepDive009",""
"Great video, but USA ≠ The World","@DaneRossenrode",""
"tax the rich 90% that’s the way forward","@bartosz2137",""
"""The Homestead Act gave anybody who went out west 150 acres"" ... What a laughable perversion of history","@ChaseBond11",""
"You forgot to mention that the Gi bill and those programs were only for whites","@Woodardray",""
"Sorry, but waaaaaay too optimistic about the future of Capitalism and Democracy. If you are following trend lines right now, these things are on the decline in an alarming way.","@hellbenderdesign",""
"this is a repost","@ezuus",""
"Or how about this, we do none of that. Nobody wants global governance. That sounds terrible. We are all too different. You people terrify me","@C_Harr64",""
"“3 Michelin stars and I’m not impressed” Action Bronson…..  This guy tries to sound really smart, but he’s way over simplifying and overlooking a lot of things IMO.","@TheDude-z5u",""
"Well... no more. Amerikkka is becoming ""just another country"" - no more lead and greed. Only greed. You chose Trump. You will bear the consequences.","@velmar123",""
"This guy is a techno communist","@daanvanommen2267","1"
"Bioengineering is sick, evil, dangerous, and should be banned completely. AND the BIG technological advancement of the present and future which you fail to mention is the technology of consciousness: Human consciousness growing to higher levels, in individuals and whole societies and the entire world. How? By the application of the Maharishi Technologies of Consciousness.","@balancedview-222",""
"11:55","@xNaszex",""
"This video is bias, It only justifies Industrial Revelation but doesn''t talk about the quality of life.","@ZazzyZain777",""
"TLDR: --> AI","@anonymous-bs1xb","1"
"you have to be asleep to belive this","@adamg9k",""
"Why do u say america when you refer to US?","@Mc_donut9659",""
"Little note: for all of those conditions to went down you miss a huge war. That''s what your wise Trumpism is building: big killings, huge gains. No blood no gain","@andreabisoni6651",""
"This AI boom is going to end in a bust soon. Robotics and AI is not same. Robotics is advanced mechanical engineering. AI will fail to penetrate human evolution in a way it is currentlt projected. But, Robotics will surely take few percentage of human jobs and Governments will have to worry about unemployement and job losses. Human skills will be irreplaceble in certain sectors and it will be source of innovation and value addition to young people''s life. Do not get dissuaded by AI, AI will be a big bust like crypto and people have no clue about it.","@pimlico_qld",""
"first and foremost I would like to pledge my allegiance to our new genetically modified, fusion powered, AI over lords!! /bow","@allworknoplay5515",""
"how optimistic lmao","@SpacemanCaveman",""
"Im so tired of hearing this, I have heard this phrase told many times in my 69 years of life.","@kennethquinnies6023",""
"yup","@ErikVandermolenSF",""
"Lost me after he only showed clean energy graphs up to the year that suited him. For example solar costs spiked in 2021 so he showed the 2020 graph. Same with lithium, but showed until 2018.  Congrats now all things presented in the video are just a narrative you’re pushing. Like the every 80 years thing. It’s just a stretched invented pattern you came up with because you’re riding the ego high from wired.","@dc9405",""
"Total control","@francineharrison885",""
"Globalism will be our downfall.","@DorchesterMom",""
"Yep, it''s the start of the end for the average Joe.","@vamps3000",""
"''out lifetime'' @ talks about usa","@brbrmensch",""
"Capitalism has failed as a system","@barizao","1"
"False. The United States is a republic and has never been a democracy.","@giancarlobarrale7434",""
"“America and the world itself”… out","@accpcl",""
"We dont have AI we have IA an inference algorithm trained for its inferences one the whole vast turgid slop of the internet that it is now exponentially increasing. So far it has proved great at creating more slop and spam, pretty useless at useful tasks other than coding at rather than expanding minds, continuous use makes people more stupid. As for clean energy and bioengineering Trump is busy sinking those as quickly as possible. Finally one great use of AI is to build and manage the continuous and total surveillance society Thiel co are putting together with Palantir for our Government. As someone else said “what could go wrong?”.","@chrisw6337",""
"Lol, clean energy? In America?","@will88TFs4Life",""
"Wealth inequality","@Preciouspink",""
"No more humanity. Just exist until nothing. Pathetic.","@Pickyourhill65",""
"Automatic downvote for clickbait.","@Pinstripe0451",""
"Just another hype piece.","@PhiloxenusTitanic","1"
"But......environmentally we are screwed. There is plastic in breastmilk and sperm. Rising ADHD and Autism. Water sorces polluted, carbon sinks gone and fertilisers in the air from e.g. the Aral Sea. We won''t have time to enjoy these technologies.","@kathymcmurray6312",""
"You lost me at the ""Global Governance"" idea, aka ""One World Order""! Who funded this video, Klaus Schwab or George Soros? Also fake meat doesn''t taste like the real thing! There isn''t one human being on earth who has eaten a fake artificial ribeye and said, ""Yup tastes like the real thing"".","@jusdsun8319",""
"Abundance","@deepfreakinvalue",""
"This is why the bible was censored. And also why we think gods wrote it.","@omarmonoruiz",""
"awful aspect ratio","@Jujuliane.marine",""
"This is far too reductionist. The points are not valid in the observations are flawed.","@robertbloodworth",""
"what is this ""digital democracy""?...","@mathijsmathijs4644",""
"Average tech bro rambling. Very America centric, very unreflected. I can''t see anything good coming out of the ""ai revolution"" right now.","@JosuaKarlson",""
"This guy is way too hopeful. The ""Phoenix Effect"" as I call it, with society being reborn after disasters, is real, but where does that put the US and the world right now? The Gilded Age, then a horrible crash with many dying and world wars, and then rebirth. That puts us at the point where society is about to break down, global war breaks out, who knows how many are going to die in this conflict with modern weapons, and then those who survive rebuild from the ashes with modern knowledge and probably AI governance.  So yeah, hooray, AI is gonna do so much for us, but the rich are gonna enslave us if we don''t kill them some time soon. Once AI + robots come online in force no civilian population will be needed for work, and could not stop the rich from killing us with AI. If we revolt early, yes, we could see a great world awaiting us, but that doesn''t look likely right now.","@alterworlds1629","1"
"All good, except no lab engineered meat!!","@circlelabs",""
"Sustainable capitalism and a digital democracy huh","@dogandchicken",""
"The new generations present the problem that is choosing not to have children. Threatening to end countries from underpopulation. Heed my word, the solution will become: Designing your baby.  We will come to the need to design attractive ways to persuade people to have children in order to save countries.  So, with the ability to edit DNA, we will push an app that lets you edit the future appearance and stats of the lab grown humans you will raise as your children, and people will love it.","@CapemanProducti0ns",""
"This comments section has way too many pseudo-intellectual doomers","@dev1lm4n63",""
"the aspect ratio of this video gave me cancer","@CygnusX-11",""
"Global government?","@jjbrown9265",""
"Inherent eventual crisis in capitalism. nice. just because it happens constantly doesnt mean its good or has to continue forever.","@user-um9ks1rn8l",""
"Or, a world ending nuclear war will happen. You can keep your near future Utopia for what I have right now.","@TMAX-Pyrometers",""
"Didn''t really explain anything. AI is overhyped and we all know it. Solar won''t replace oil. Bioengineering has potential, but it''s obviously limited in scope. Bunch of crap.","@ChrisLeRose",""
"I see a global technocracy with the 500,000 people that they constantly tell us is the perfect balance for mother earth. That means the rich survive and the 7.5 billion useless eaters will have to go,believe the leaders of the 7 largest corporations in the world when they openly espouse these views. These “Magnificent 7” control 40% of the wealth in Americas stock markets and they are subsidized arms of the American government,that’s who will determine our future. 7 fucking people deciding for 8 billion hardly seems like democracy  and already more of a technocracy,our future is already here","@jimgaston9863",""
"great view of how americans get history wrong.","@JamesMartinWindsor",""
"New ways to enslave us is the way I see it","@Mustache_14",""
"renewable energy is nothing revolutionary its extremely expensive and unreliable if anything its going backwards. Nuclear is getting alot of investment now and that will change everything","@pantsgaming759",""
"Who cares you still have to live your life","@getsomeorgohome",""
"I do not consent","@bradleychorlton1639",""
"what a bunch of bullshit kkkk repainting history for the 80 year analogy really gotta be one of the cringiest thing ever. wishy washy ""the Americans were at the center of the enlightenment"" bruv... ger a grip","@somehan123","1"
"Global governance huh","@doomsday5458",""
"5 years too late for AI at least...","@nullun-q2s",""
"yeah nation states are so good that now we are heading to global one nation where only the rich governs it just like the nation states. what a dumb way to defend nation states. western powers drew those lines and divided and conquered the world not by with arguments or moral superiority but by force. it will all come down on you in the future. even your own people dont want global nation. the rich always controlled it and they dumped their sins on the nation. iraq libya and so on is enough.","@evilmelez",""
"Yeah....no. AI is completely overblown and will do some minor things to help people but overall won''t make major impacts to improve society. I hope I''m wrong tho.","@Progressive.G",""
"This video said nothing I''m going to ask yt to stop recommending slop from this channel","@Braaimeester-777",""
"the jews would love that future","@WhiteGroyper",""
"Asian aspect ratio","@danny3640",""
"Tax the rich at 90% again","@adantrujillo4407",""
"Right wing/slavers always cause the problem, always killing.","@MusicFromNowhere",""
"Splendid discussion! Very astute observations indeed. Thank you for this video. I would like to add a very important revolutionary development you seemed to have touched upon. The computation revolution. We are seeing an exponential outburst of unthinkable computational paradigms even today. To list a few:  1. Quantum computing 2. Quantum communication 3. Different approaches to different classical modes of computation like photonic chips, thermodynamic chips, neuromorphic chips, ternary computing, analog computing, etc. 3. Exponential improvements in power efficiency, compute density per volume, and physical dimensions of a computing surface overall, all for standard computing hardware 4. Nanotechnology, robotics, and space exploration (how long before we discover FTL travel?)  This is not theory or science fiction, these developments are happening *right now*, some even at the cusp of commercialization.  An important distinction from the line of thinking presented in this video, but something you explored at the very end, is that the revolution that''s coming will affect the entire world at a massive scale across many dimensions. And although we are starting to feel the effects in 2025 already, I believe things will be in full-swing by the middle or end of 2027.  These technologies are revolutionary enough just alone, but they will only propel each other forward at an astonishing pace, and when they combine with AI we will enter a monumental, planetary, and societal shift.","@ajays6393",""
"This guy talks as though he understands economics, and to those who do you can tell this guy has no clue what he''s talking about in that regard. Also the whole premise of the video is strange he talks about adopting ""new systems"" but never fully explains what he means by that. He just shows the same fucking graph and says as the old system is changed out the new one rises. Has he studied the state of modern global economics? He liked talking about the great depression well its happening again there will be no time of prosperity just more wealth transferred to the rich. He will get to see the middle class destroyed by the fiscal actions of baby boomers. I will guess this though,  the 1% will keep gaining in the times to come. You like studying history so much? Study the fall of civilizations that had middle classes you will see it all starts with the destruction of the middle class in said societies. Also the way he talked in the last part of the video with a smile on his face should scare you all. Modern governments have shown they cant manage countries for the prosperity of its citizens, why would a global regime be different? Consolidation of power like that will lead to a dystopia quicker than people think.","@Gpynko11","1"
"All you critics can go back to horse and buggy and leave your smartphones and computers on your way out. I''ll stick with the technology tha thas made life far better today than it was 100 years ago. Hell, even better than 20 years ago.","@CharlieMcNugets",""
"Mumbo Jumbo.....","@gus931",""
"Never talk about nuclear energy. Doesn''t care about the cobalt extraction involved in tech production. The end shows all you need. The UN rules socialism is best. Totally ignoring history and the persistent failure of socialism","@TheTermigrot",""
"Sam Hyde ah aspect ratio","@Enjgine",""
"The rest of the world might go through this age of inovation, but i think America is headed towards another great depression. Your democracy is a joke, and your economy is collapsing.","@bojanmilojkovic3770",""
"Take the land from native Americans, give it to white peoples for free! What will they take now?","@Igor333m",""
"Think darker it will be good and very bad too much control","@Thinker-vo5pp",""
"You do have to dig up resources for AI. Bro do you seriously think the cloud is just made out of magic? Do you think ai is in some other dimension? This guy''s understanding is fucking elementary.","@bfrfoxtrot",""
"Yeah what could go wrong?  lol.  Geeez","@LearnHistoryOrElse77",""
"This was supposed to get us excited? Why is he so happy about lab grown meat","@vince68535",""
"Don''t buy sports select.","@alanmctavish3628",""
"Looks no good, except for clean energy ...","@petrapetrakoliou8979",""
"Yeah the prosperity that capitalism and consumerism used to make people buy useless stuff that rots their brains... This sensationalism is ill placed. If things stands as the way they did since the actual economic model took place, who got the power and money will squeeze the rest of the population and make them unable to move up the ladder. I''d rather advocate AI to just stomp humanity capacity of starting problems into the ground and manage us like kids, because as a species we are not doing it effectively ourselves","@StefanoDaGiau-j5z",""
"that was pretty lame except for the history lesson. the ""theory"" seems pretty lackluster.","@Finaggle",""
"11:50 lies","@retteketette",""
"bioengineering no thanks.  god >  good luck with your future world.  you''ll need it","@aaroncapricorn5867",""
"this is all horseshit after my man said, ""you ''wasically'' watched..."".  gonna edit later for more.","@kevingeorge5159",""
"LOL, digital democracy and global governance. gimme a break","",""
"Bioengineering is totally overhyped","@calciumsulfate1374",""
"14:15 New World Order","@guanenteng4870",""
"Huh those technologies are not sustainable. They consume way too much so they’re not gonna take off like you claim","@Rosiestoned",""
"I love how this guy thinks USA history is world history","@thiagoaugusto9552",""
"is Peter Leyden jew or christian? Just wanted to know if I should believe what I see or just ignore it.","@UmarFarooq-cu3gw",""
"This Expert is optimistic about a dystopian future. So-called AI will yield mass stultification. So-called ""clean energy"" is a chimera which will impoverish billions. Bioengineering will replace wealth as the ultimate class differentiator. And one-world governance will potentiate the Davos  ""economy:"" live in the pod; eat the bugs; own nothing and be happy. No thank you. I prefer a neo-Luddite approach to these baleful prophecies.","@tollermaus",""
"Big Think  Wishful Think","@laostziandconfusiused",""
"If you want to know the fate of the US, read Revelation 18 (KJV)","@B0SS330",""
"global governance lmao, the governments of nation states don''t even listen to their own people, you think the average person in the whole WORLD wants a system that does that to an even greater degree? Nope, global government will just be more rule by corporate and technocrat overlords through money power control over bureaucracy.","@epicfiend1999",""
"boi what is this goofy aspect ratio","@notxtabs2398",""
"Comparing wars and changes in history that happens every 80 years to AI is ridiculous, I stopped watching the video early.","@jeffreyklaproth7794",""
"The Long Boom was way off in 2000 and so is this presentation. Cherry picking the generational data to support a proposition for the future that is imho, ridiculously optimistic. We human have manifested a 6th great extinction, if you want to use timelines. No amount of innovation will stop that. Sorry. It doesn''t make for great infotainment.","@anothernbirch",""
"And China is leading it...","@NOBODYTHEPIRATE",""
"Bro is hyping himself up on his own thought Experiments","@ThePlayingJs",""
"This 80 year cycle theory is IMO absolute bullshit e,.g. the progress humanity has made between 1970 and 2025 is phenominal and it keeps accellerating. There is nothing special about 1945 - 1970. Its special all the time !!","@raymondlynch",""
"Propaganda slop. Idk who this guy is but he mentioned being approached in the early days of Wired… these tech bros have been intentionally pushing towards technofuedalism first using tech optimism through the 90s and 2000s to gain capital and political favour then influencing laws and forming gigantic tech monopolies with unprecedented political power. His video conveniently skips over the thousands of Americans who joined unions and fought and died for workers rights leading to the new deal. The west and the rest of the world history has been shaped by the principal contradiction: the class struggle.  Edit: Just reached the end of the video. Global governance? This is the end goal for this new breed of capitalists. The west already pushes its economic interests onto the global south through forms of “global governance”. If tech guys get that kind of power, we’re headed straight into the mega corps of the Alien universe. The right to vote, the right to free speech, none of it matters if your labour power is worthless and you own nothing.","@smallspringonion",""
"This is a joke, no weak - instable people will EVER rule the world. Weak always need slaves. This psychology sickness is usual for the rich. They start to talk about game changer, is this a game? - Then you all die.","@BloodRedAi",""
"Very creative way to advocate the doom of humankind: AI.","@nickgrafe2356",""
"NEW WORLD ORDER","@MichaelSpatola-g8w",""
"Authors are trying to project US practice and experience onto whole world. But please look at this world: China and Russia with nuclear weapon, radical islam getting bigger, Africa with all its crazyness. Future does not look attractive","@gyros9162",""
"Okay","@flowerpower2726",""
"how about we work on our consciousness? XD good tech becomes useless in brainless humans... XD","@MaryJaneMcPot5",""
"a matriarchy is the only future I''m excited about","@ThatsEmpressToYou",""
"So basically if you are not investing right now in AI then you''re an idiot.","@bigburrito308",""
"Who is sponsoring this rhetoric?","@TonyMarinou82",""
"The arrogance of humans will be your undoing, if you believe nothing nefarious could grow from this or more so grow through this evolution then your ignorance is you bliss but also your mortality. Nefarity and malfactors were and are already rooted, this is why evolving while these corrosive systems with in systems exist will only bring you pain and suffering, and eventually destruction. Theres already power moves by other nations and regimes to vi control over the US, think about it who is the most likely to carry majority control over Global Unification..... the US, now we have those who have attempted to sell the US to the highest bidders, and this is why you have conglomerates and wealthy regimes infiltrating the US at scale, now that they are being removed, a push back has started, now the Islamic brotherhoods are attempting to plant key players in political positions or more so keep them there, now they are threatening Americans that if they dont vote them in they will regret it. ... I digress, this isnt directly related but is the inherent byproduct of blind unwise growth.","@Darkcell459",""
"No we are not this video is some clickbait lol.","@swagkillayolonoscopesgg",""
"New World Order, ladies and gentleman","@GoonjtiAwaz",""
"""Global Governance"" ? No thanks.","@JH-ex6mb",""
"Always pushing the globalist agenda","@novelty_guy",""
"4:54 yada, yada, yada….. conservatives take over in the 80s and tear down the new deal. Yada yada yada Donald Trump and fascism. ….the future sucks.","@spacetoast2491",""
"Stop calling Uber a technology. It was a shit idea and a shit company. We can do better,","@paradox_1729",""
"You’re correct, but you’re also full of shit. We’re in the middle of a global shift back to far right fascist ideology. The United States democracy may not survive the orange colored dictator. People are distrustful of all the institutions that keep them safe and healthy and promote The economic miracle. That is the United States.","@turbodog99",""
"Typical bubble territory. Before it matures.","@doahart75",""
"AI BUBBLE GO POP!!! DUH!","@Angie-ElissDee",""
"Who calls something that they themselves wrote ""iconic""? This guy is so full of himself","@themcmc",""
